,Unnamed: 0,LOC_id,ISOALPHA,COUNTRYNM,NAME1,Confirmed,Deaths,Recovered,Latitude,Longitude,population,land,risk_Permillion,Max Temp (F),Humidity (%),Cloudiness (%),Wind Speed (m/s),temp_gp,Wind Speed (mph),Log Case,Trans Case,density,density_gp
132,132,135,LBN,Lebanon,,110,3,1,33.8547,35.8623,5891496.0,10440.77689,18.67,55.4,58,75,9.17,M Temp,20.5127398,6.7826706586770085,4.23035674505615,61511795284.32745,L Density
133,133,136,LIE,Liechtenstein,,4,0,0,47.166,9.5554,38755.0,161.959544,103.21,44.01,93,4,3.36,M Temp,7.516118400000001,2.0356239097307207,6.690836097919134,6276742.127719999,L Density
134,134,137,LTU,Lithuania,,12,0,1,55.1694,23.8813,2794899.0,63830.94459,4.29,41.0,80,70,8.05,L Temp,18.007367000000006,3.596935142387232,2.1342209397606333,178401043203.6464,M Density
135,135,138,LUX,Luxembourg,,59,1,0,49.8153,6.1296,605113.0,2559.0087940000008,97.5,42.8,93,0,4.7,L Temp,10.513618,5.88508622529017,6.608809242675524,1548489488.363722,L Density
136,136,139,MYS,Malaysia,,428,0,42,4.2105,101.9758,32374467.0,329838.5422,13.22,88.79,50,91,3.98,H Temp,8.903021200000003,8.741804025309557,3.7355221772965375,10678346999782.008,H Density
137,137,140,MDV,Maldives,,13,0,0,3.2028,73.2207,393086.0,301.3183626,33.07,84.47,79,15,15.3,H Temp,34.225182000000004,3.711494906650088,5.051807107013298,118444029.88098359,L Density
138,138,141,MLT,Malta,,21,0,1,35.9375,14.3754,422962.0,326.037548,49.65,54.0,66,20,5.82,M Temp,13.0189908,4.399171093819823,5.636624620543648,137901493.37717602,L Density
139,139,142,MTQ,Martinique,,9,0,0,14.6415,-61.0242,394778.0,1123.325184,22.8,75.99,88,0,2.24,H Temp,5.010745600000001,3.1858665453113337,4.517275693209582,443464069.48915195,L Density
140,140,143,MRT,Mauritania,,1,0,0,21.0079,-10.9408,4573162.0,1046076.654,0.22,58.73,43,74,12.53,M Temp,28.0288582,0.13750352374993502,-1.6438561897747246,4783878003159.948,M Density
141,141,102,MYT,Mayotte,,1,0,0,-12.8275,45.1662,273169.0,393.2550296,3.66,86.0,70,33,3.36,H Temp,7.516118400000001,0.13750352374993502,1.9107326619029128,107425083.1808024,L Density
142,142,144,MEX,Mexico,,41,0,4,23.6345,-102.5528,134837159.0,1950037.444,0.3,63.77,34,35,14.85,M Temp,33.218559,5.361066488794322,-1.3219280948873622,262937508892581.6,H Density
143,143,146,MCO,Monaco,,2,0,0,43.7384,7.4246,38484.0,2.355457289,51.97,51.01,71,0,9.17,M Temp,20.5127398,1.0703893278913978,5.702380501615526,90647.418309876,L Density
144,144,147,MNG,Mongolia,,1,0,0,46.8625,103.8467,3178902.0,1550569.748,0.31,32.27,17,15,11.88,L Temp,26.574847200000004,0.13750352374993502,-1.2863041851566408,4929109273056.696,M Density
145,145,148,MAR,Morocco,,28,1,1,31.7917,-7.0926,36444326.0,414274.0756,0.77,39.65,91,2,0.56,L Temp,1.2526864000000002,4.812498225333564,-0.2009126939259964,15097939464515.045,H Density
146,146,149,NAM,Namibia,,2,0,0,-22.9576,18.4904,2731167.0,827608.6957,0.73,69.17,69,91,8.14,M Temp,18.2086916,1.0703893278913978,-0.26881675842779995,2260337558608.882,M Density
147,147,150,NPL,Nepal,,1,0,1,28.3949,84.124,30184338.0,143459.99300000002,0.03,27.05,88,18,7.09,L Temp,15.8599046,0.13750352374993502,-2.9434164716336326,4330244918189.634,M Density
148,148,151,NLD,Netherlands,,1135,20,2,52.1326,5.2913,17185104.0,34587.95253,66.05,48.0,82,90,10.29,M Temp,23.018112600000002,10.148603686274292,6.047669251391313,594397561375.1132,M Density
149,149,152,NZL,New Zealand,,8,0,0,-40.9006,174.886,4729710.0,273711.666,1.69,62.6,48,0,16.11,M Temp,36.0371034,3.0179219079972617,0.8399595874895318,1294576803796.86,M Density
150,150,153,NGA,Nigeria,,2,0,0,9.082,8.6753,206831006.0,907439.4178,0.01,59.0,30,85,9.17,M Temp,20.5127398,1.0703893278913978,-3.1844245711374275,187686607667628.3,H Density
151,151,155,NOR,Norway,,1221,3,1,60.472,8.4689,5490399.0,308496.3108,222.39,28.99,83,27,5.5,L Temp,12.30317,10.253965636991145,7.797596684170076,1693767836320.009,M Density
152,152,156,OMN,Oman,,22,0,9,21.4735,55.9754,4815879.0,310774.8707,4.57,78.71,50,0,10.8,H Temp,24.158952000000006,4.465974464504068,2.2234225499349374,1496654173531.8457,M Density
153,153,157,PAK,Pakistan,,53,0,2,30.3753,69.3451,208436570.0,861726.2888,0.25,67.55,26,17,13.11,M Temp,29.326283399999998,5.730639955916791,-1.5145731728297582,179615271916301.4,H Density
154,154,158,PAN,Panama,,43,1,0,8.538,-80.7821,4230973.0,74759.91016,10.16,67.01,93,9,8.63,M Temp,19.304792199999998,5.429615964201735,3.358958825832329,316307161369.3857,M Density
155,155,159,PRY,Paraguay,,6,0,0,-23.4425,-58.4438,7067102.0,398091.19,0.85,79.97,65,68,5.19,H Temp,11.6097186,2.608809242675524,-0.07400058144377693,2813351045031.38,M Density
156,156,160,PER,Peru,,43,0,0,-9.19,-75.0152,33317103.0,1284970.031,1.29,71.69,97,100,1.45,M Temp,3.243563,5.429615964201735,0.4750848829487829,42811478874740.2,H Density
157,157,161,PHL,Philippines,,140,11,2,12.8797,121.774,108435780.0,294548.1128,1.29,81.05,68,19,3.8,H Temp,8.500372,7.1303131455434565,0.4750848829487829,31939554358995.984,H Density
158,158,162,POL,Poland,,119,3,0,51.9194,19.1451,38407271.0,308073.2065,3.1,35.6,93,78,6.24,L Temp,13.958505600000002,6.8960296029767525,1.6780719051126378,11832251129884.46,H Density
159,159,163,PRT,Portugal,,245,0,2,39.3999,-8.2245,10163319.0,91934.3536,24.11,59.0,71,0,5.01,M Temp,11.2070694,7.937226673979477,4.597531174224212,934358162695.5984,M Density
160,160,248,PRI,Puerto Rico,,5,0,0,18.2208,-66.5901,3674871.0,8913.852589,1.36,77.0,83,40,10.29,H Temp,23.018112600000002,2.3504972470841334,0.5459683691052927,32757258377.59102,L Density
161,161,164,QAT,Qatar,,401,0,4,25.3548,51.1839,2452182.0,11275.29425,163.53,79.0,73,17,8.05,H Temp,18.007367000000006,8.647818155927146,7.354293466681639,27649073604.5535,L Density
162,162,131,KOR,Republic of Korea,,8162,75,510,35.9078,127.7669,51251482.0,99405.34597,159.25,64.4,18,1,2.24,M Temp,5.010745600000001,12.994724670903814,7.316055208890492,5094671299685.229,M Density
163,163,145,MDA,Republic of Moldova,,23,0,0,47.4116,28.3699,4020992.0,33453.15235,5.72,35.01,86,50,2.24,L Temp,5.010745600000001,4.529820946528695,2.541019153133559,134514857974.13118,M Density
164,164,165,REU,Reunion,,7,0,0,-21.1151,55.5364,891863.0,2525.185444,7.85,86.0,69,40,3.36,H Temp,7.516118400000001,2.82781902461732,2.990954860396993,2252119465.642173,L Density
165,165,166,ROU,Romania,,131,0,9,45.9432,24.9668,18847485.0,235127.399,6.95,37.0,60,30,4.0,L Temp,8.94776,7.034523875334393,2.817623257511431,4431560125741.515,M Density
166,166,167,RUS,Russian Federation,,63,0,8,61.524,105.3188,142898068.0,16278876.01,0.44,12.65,83,43,9.13,L Temp,20.423262200000003,5.979568100095188,-0.8889686876112559,2326219931040548.5,H Density
167,167,168,RWA,Rwanda,,1,0,0,-1.9403,29.8739,12996601.0,23935.90877,0.08,62.01,100,100,3.0,M Temp,6.71082,0.13750352374993502,-2.473931188332412,311085455856.0908,M Density
168,168,169,LCA,Saint Lucia,,2,0,0,13.9094,-60.9789,191766.0,618.0929572000001,10.43,77.0,78,20,12.75,H Temp,28.520985000000003,1.0703893278913978,3.3964335312509917,118529214.03041522,L Density
169,169,170,VCT,Saint Vincent and the Grenadines,,1,0,0,12.9843,-61.2872,110741.0,400.3476527,9.03,78.17,74,0,14.18,H Temp,31.7198092,0.13750352374993502,3.190614860209497,44334899.40765069,L Density
170,170,103,BLM,Saint-Barthelemy,,1,0,0,17.9,-62.8333,11636.0,24.68903755,85.94,78.8,74,20,8.05,H Temp,18.007367000000006,0.13750352374993502,6.4269356196483365,287281.6409318,L Density
171,171,101,MAF,Saint-Martin (French part),,2,0,0,18.0708,-63.0501,46800.0,50.88299505,42.74,78.8,74,20,8.05,H Temp,18.007367000000006,1.0703893278913978,5.420886574975532,2381324.1683400003,L Density
172,172,171,SMR,San Marino,,101,5,4,43.9424,12.4578,32473.0,61.02126970000001,3110.28,46.99,80,32,3.36,M Temp,7.516118400000001,6.659639187015653,11.602875132100113,1981543.6909681,L Density
173,173,172,SAU,Saudi Arabia,,103,0,1,23.8859,45.0792,34366243.0,1916976.783,3.0,74.75,31,73,9.37,H Temp,20.960127800000002,6.687900522480747,1.6322682154995132,65879289949936.27,H Density
174,174,173,SEN,Senegal,,24,0,1,14.4974,-14.4524,17487413.0,196143.0131,1.37,68.63,26,0,7.14,M Temp,15.9717516,4.590961241342598,0.5558161550616398,3430033877144.1104,M Density
175,175,174,SRB,Serbia,,48,0,0,44.0165,21.0059,6641624.0,76969.72712000001,7.23,30.2,100,0,2.24,L Temp,5.010745600000001,5.587964988882678,2.873813198359087,511203986913.6429,M Density
176,176,175,SYC,Seychelles,,2,0,0,-4.6796,55.492,98841.0,496.7206295,20.23,87.8,66,20,2.24,H Temp,5.010745600000001,1.0703893278913978,4.345538310070008,49096363.74040949,L Density
177,177,176,SGP,Singapore,,226,0,105,1.3521,103.8198,6006709.0,666.7783350999998,37.62,91.99,55,75,9.17,H Temp,20.5127398,7.820817181864166,5.2372577709003725,4005143426.4501853,L Density
178,178,177,SVK,Slovakia,,54,0,0,48.669,19.699,5435313.0,48826.65907,9.94,35.6,92,0,3.11,L Temp,6.9568834000000015,5.757556688939452,3.3276873641760467,265388174789.7389,M Density
179,179,178,SVN,Slovenia,,219,1,0,46.1512,14.9955,2075043.0,20245.91512,105.54,46.99,75,50,2.24,M Temp,5.010745600000001,7.775445674102861,6.7230123963923685,42011144448.35016,L Density
180,180,179,ZAF,South Africa,,51,0,0,-30.5595,22.9375,56668550.0,1220208.105,0.9,69.35,66,0,15.37,M Temp,34.3817678,5.675251386050259,0.0,69147424008597.75,H Density
181,181,180,ESP,Spain,,7798,289,517,40.4637,-3.7492,46193556.0,504716.1078,168.81,51.01,93,13,3.36,M Temp,7.516118400000001,12.928906940113082,7.40011093249863,23314631789761.336,H Density
182,182,181,LKA,Sri Lanka,,18,0,1,7.8731,80.7718,21157434.0,65033.64858,0.85,90.05,53,79,9.33,H Temp,20.870650199999996,4.177917792195843,-0.07400058144377693,1375945127610.5437,M Density
183,183,182,SDN,Sudan,,1,1,0,12.8628,30.2176,45308396.0,1863760.931,0.02,76.37,15,38,19.08,H Temp,42.6808152,0.13750352374993502,-3.0588936890535683,84444018311076.67,H Density
184,184,183,SUR,Suriname,,1,0,0,3.9193,-56.0278,564893.0,145345.2775,1.77,70.43,99,98,1.79,M Temp,4.0041226000000005,0.13750352374993502,0.903038270112912,82104529842.8075,L Density
185,185,95,SWZ,Swaziland,,1,0,0,-26.5225,31.4659,1366260.0,17309.27203,0.73,68.0,88,98,5.82,M Temp,13.0189908,0.13750352374993502,-0.26881675842779995,23648966003.7078,L Density
186,186,184,SWE,Sweden,,1022,3,1,60.1282,18.6435,10120381.0,415314.8542,100.98,42.8,86,100,10.29,L Temp,23.018112600000002,9.997320637930141,6.659353759170051,4203144559463.45,M Density
187,187,185,CHE,Switzerland,,2200,14,4,46.8182,8.2275,8654281.0,38914.37056,254.21,46.0,100,35,2.24,M Temp,5.010745600000001,11.103353383968992,7.9904443826983655,336775897764.3674,M Density
188,188,186,TWN,Taiwan,,59,1,20,23.7,121.0,23402450.0,36400.98411000001,2.52,73.99,68,46,5.01,H Temp,11.2070694,5.88508622529017,1.3895668117627256,851872210585.0696,M Density
189,189,187,THA,Thailand,,114,1,35,15.87,100.9925,68581367.0,511713.2174,1.66,102.99,48,15,10.47,H Temp,23.420761800000005,6.834154981401318,0.8155754288625726,35093991961260.19,H Density
190,190,154,MKD,The former Yugoslav Republic of Macedonia,,14,0,1,41.6086,21.7453,2088375.0,24453.11151,6.7,33.8,86,0,1.12,L Temp,2.5053728000000004,3.817623257511431,2.765534746362977,51067266749.69625,L Density
191,191,188,TGO,Togo,,1,0,0,8.6195,0.8248,8293638.0,57168.55266,0.12,77.81,73,97,2.21,H Temp,4.9436374,0.13750352374993502,-2.1844245711374275,474135280745.9771,M Density
192,192,189,TTO,Trinidad and Tobago,,2,0,0,10.6918,-61.2225,1377749.0,5183.916585,1.45,77.0,78,20,13.31,H Temp,29.773671399999998,1.0703893278913978,0.632268215499513,7142135891.067165,L Density
193,193,190,TUN,Tunisia,,18,0,0,33.8869,9.5375,11835280.0,154101.6805,1.52,59.0,82,100,18.34,M Temp,41.0254796,4.177917792195843,0.6959938131099002,1823836537188.04,M Density
194,194,191,TUR,Turkey,,6,0,0,38.9637,35.2433,82255772.0,770596.3236,0.07,24.8,92,90,1.12,L Temp,2.5053728000000004,2.608809242675524,-2.5563933485243853,63385995498079.82,H Density
195,195,192,UKR,Ukraine,,3,1,0,48.3794,31.1656,43679303.0,586209.4169,0.07,36.95,69,0,6.55,L Temp,14.651957,1.6322682154995132,-2.5563933485243853,25605218742228.414,H Density
196,196,193,ARE,United Arab Emirates,,98,0,23,23.4241,53.8478,9822013.0,79565.92533,9.98,78.71,49,0,15.93,H Temp,35.6344542,6.616181231331876,3.333423733725192,781497552948.2893,M Density
197,197,194,GBR,United Kingdom of Great Britain and Northern Ireland,,1140,21,18,55.3781,-3.4360000000000004,66700922.0,241696.5669,17.09,39.99,93,20,11.41,L Temp,25.5234854,10.154944655698463,4.1034976397033365,16121383856464.682,H Density
198,198,233,US,United States,Alabama,12,0,0,32.3182,-86.9023,4908621.0,131170.0436,2.44,64.4,93,90,3.27,M Temp,7.3147937999999995,3.596935142387232,1.3448284969974411,643864030585.8756,M Density
199,199,250,US,United States,Alaska,1,0,0,61.3707,-152.4044,734002.0,1477954.4840000004,1.36,17.87,97,100,5.53,L Temp,12.3702782,0.13750352374993502,0.5459683691052927,1084821547164.968,M Density
200,200,234,US,United States,Arizona,13,0,1,33.7298,-111.4312,7378494.0,294207.3241,1.76,64.99,55,1,7.09,M Temp,15.8599046,3.711494906650088,0.8953026213333067,2170806975627.9053,M Density
201,201,230,US,United States,Arkansas,16,0,0,34.9697,-92.3731,3038999.0,134770.1297,5.26,52.0,93,90,9.17,M Temp,20.5127398,4.008988783227255,2.422233000683048,409566289388.1703,M Density
202,202,200,US,United States,California,426,6,6,36.1162,-119.6816,39937489.0,403466.0522,10.67,50.0,66,40,6.93,M Temp,15.501994199999999,8.735048241290858,3.4289463447694826,16113421021610.926,H Density
203,203,203,US,United States,Colorado,131,1,0,39.0598,-105.3111,5845526.0,268431.7436,22.41,44.01,48,75,8.05,M Temp,18.007367000000006,7.034523875334393,4.492494151679432,1569124736439.1335,M Density
204,204,220,US,United States,Connecticut,24,0,0,41.5978,-72.7554,3563077.0,12540.73158,6.74,43.0,80,1,4.7,M Temp,10.513618,4.590961241342598,2.7739963251111734,44683592255.871666,L Density
205,205,239,US,United States,Delaware,7,0,0,39.3185,-75.5071,982895.0,5047.89051,7.12,52.0,66,90,6.93,M Temp,15.501994199999999,2.82781902461732,2.8519988371124465,4961546342.82645,L Density
206,206,210,,United States,Diamond Princess,46,0,0,35.4437,139.638,,,,69.01,58,20,6.93,M Temp,15.501994199999999,5.526694845541977,,,
207,207,231,US,United States,District of Columbia,16,0,0,38.8974,-77.0268,720687.0,157.98939,22.2,52.0,57,1,4.7,M Temp,10.513618,4.008988783227255,4.478971805032942,113860899.51093,L Density
208,208,202,US,United States,Florida,115,4,0,27.7663,-81.6868,21992985.0,138888.2138,5.23,72.0,88,75,4.79,H Temp,10.714942599999999,6.8467440232448675,2.414135532984451,3054566402780.1934,M Density
209,209,204,US,United States,Georgia,99,1,0,33.0406,-83.6431,10736059.0,148958.0949,9.22,62.01,93,90,2.59,M Temp,5.7936746,6.630813152299126,3.2203299548795554,1599222895373.999,M Density
210,210,222,,United States,Grand Princess,21,0,0,37.6489,-122.6655,,,,51.01,87,90,3.36,M Temp,7.516118400000001,4.399171093819823,,,
211,211,240,US,United States,Hawaii,6,0,0,21.0943,-157.4983,1412687.0,16635.50577,4.25,75.2,88,90,11.41,H Temp,25.5234854,2.608809242675524,2.1210154009613658,23500762739.70399,L Density
212,212,243,US,United States,Idaho,5,0,0,44.2405,-114.4788,1826156.0,214044.5436,2.74,37.4,96,75,3.36,L Temp,7.516118400000001,2.3504972470841334,1.5058909297299574,390878727562.4016,M Density
213,213,207,US,United States,Illinois,93,0,2,40.3495,-88.9861,12659682.0,143793.6548,7.35,43.0,80,1,9.17,M Temp,20.5127398,6.540709262671431,2.8972404255747986,1820381943385.7732,M Density
214,214,224,US,United States,Indiana,20,0,0,39.8494,-86.2583,6745354.0,92788.98174,2.97,44.01,70,75,4.7,M Temp,10.513618,4.329123596291566,1.6182386555954549,625894529135.8359,M Density
215,215,227,US,United States,Iowa,18,0,0,42.0115,-93.2105,3179849.0,144669.0714,5.66,45.0,79,90,6.93,M Temp,15.501994199999999,4.177917792195843,2.526068811667588,460025802022.2186,M Density
216,216,236,US,United States,Kansas,8,1,0,38.5266,-96.7265,2910357.0,211754.9924,2.75,48.2,81,90,5.82,M Temp,13.0189908,3.0179219079972617,1.510961919277379,616282624416.2867,M Density
217,217,228,US,United States,Kentucky,20,0,0,37.6681,-84.6701,4499692.0,102268.3451,4.44,46.0,100,75,3.78,M Temp,8.4556332,4.329123596291566,2.1826922975161898,460176054299.7092,M Density
218,218,205,US,United States,Louisiana,91,2,0,31.1695,-91.8678,4645184.0,111897.928,19.59,68.0,93,1,6.53,M Temp,14.607218200000002,6.509379148914689,4.2993912061268285,519786464778.7521,M Density
219,219,241,US,United States,Maine,12,0,0,44.6939,-69.3819,1345790.0,79883.06157,8.92,35.01,86,90,9.17,L Temp,20.5127398,3.596935142387232,3.1731274334806563,107505825430.29033,M Density
220,220,217,US,United States,Maryland,32,0,0,39.0639,-76.8021,6083116.0,25141.03293,5.26,52.0,70,1,8.3,M Temp,18.566602000000003,5.004501392234941,2.422233000683048,152935819673.0099,M Density
221,221,201,US,United States,Massachusetts,164,0,1,42.2302,-71.5301,6976597.0,20201.922,23.51,43.0,55,1,13.87,M Temp,31.0263578,7.35843142862635,4.561326136453919,140940668419.434,M Density
222,222,214,US,United States,Michigan,33,0,0,43.3266,-84.5361,10045029.0,146435.4446,3.29,33.01,74,1,3.56,L Temp,7.963506400000001,5.048759311919857,1.761285273361619,1470948287634.8933,M Density
223,223,213,US,United States,Minnesota,35,0,0,45.6945,-93.9002,5700671.0,206233.1337,6.14,39.0,74,90,6.93,L Temp,15.501994199999999,5.133399125417198,2.6415460290875235,1175667244522.7126,M Density
224,224,242,US,United States,Mississippi,10,0,0,32.7416,-89.6787,2989260.0,121530.1008,3.35,69.01,100,40,4.41,M Temp,9.8649054,3.3362833878644325,1.7865963618908067,363285069117.40796,M Density
225,225,244,US,United States,Missouri,5,0,0,38.4561,-92.2884,6169270.0,178041.0926,0.81,46.99,75,1,8.05,M Temp,18.007367000000006,2.3504972470841334,-0.13606154957602834,1098383571344.402,M Density
226,226,237,US,United States,Montana,7,0,0,46.9219,-110.4544,1086759.0,376962.6845,6.44,24.8,100,90,9.17,L Temp,20.5127398,2.82781902461732,2.7092906357233577,409667590044.53546,M Density
227,227,229,US,United States,Nebraska,17,0,0,41.1254,-98.2681,1952570.0,198973.3918,8.71,42.8,87,90,9.17,L Temp,20.5127398,4.0959244199985365,3.139142019145689,388509475626.926,M Density
228,228,223,US,United States,Nevada,24,0,0,38.3135,-117.0554,3139658.0,284331.6922,7.64,37.4,44,90,9.17,L Temp,20.5127398,4.590961241342598,2.9523335663696857,892704272069.2676,M Density
229,229,238,US,United States,New Hampshire,13,0,0,43.4525,-71.5639,1371246.0,23188.18047,9.48,37.4,69,90,9.17,L Temp,20.5127398,3.711494906650088,3.2600256559614555,31796699716.765617,L Density
230,230,206,US,United States,New Jersey,98,2,0,40.2989,-74.521,8936574.0,19046.78646,10.97,50.0,81,1,5.82,M Temp,13.0189908,6.616181231331876,3.468583317006828,170213016661.98804,M Density
231,231,232,US,United States,New Mexico,13,0,0,34.8405,-106.2485,2096640.0,314160.607,6.2,57.0,50,20,13.87,M Temp,31.0263578,3.711494906650088,2.655351828612554,658681695060.48,M Density
232,232,198,US,United States,New York,732,3,0,42.1657,-74.9481,19440469.0,122055.8687,37.65,37.4,59,75,6.93,L Temp,15.501994199999999,9.515896914309332,5.238404739325079,2372823331730.4204,M Density
233,233,215,US,United States,North Carolina,33,0,0,35.6301,-79.8064,10611862.0,125920.1338,3.11,52.0,100,1,1.92,M Temp,4.2949247999999995,5.048759311919857,1.6825732973475784,1336247082907.1355,M Density
234,234,251,US,United States,North Dakota,1,0,0,47.5289,-99.784,761723.0,178711.9,1.31,32.0,86,90,9.17,L Temp,20.5127398,0.13750352374993502,0.495695162624069,136128964603.7,M Density
235,235,218,US,United States,Ohio,37,0,0,40.3888,-82.7649,11747694.0,105829.5814,3.15,34.0,83,1,5.23,L Temp,11.6991962,5.213347281733442,1.7004397181410922,1243253538435.2915,M Density
236,236,246,US,United States,Oklahoma,7,0,0,35.5653,-96.9289,3954821.0,177660.3641,1.77,55.0,93,75,10.29,M Temp,23.018112600000002,2.82781902461732,0.903038270112912,702614938810.3262,M Density
237,237,212,US,United States,Oregon,36,1,0,44.572,-122.0709,4301089.0,248607.9601,8.37,45.0,86,100,0.74,M Temp,1.6553356,5.173926931999809,3.082361969557473,1069284962498.5488,M Density
238,238,209,US,United States,Pennsylvania,66,0,0,40.5908,-77.2098,12820878.0,115883.9226,5.15,44.6,64,40,4.7,M Temp,10.513618,6.04657836662033,2.39231742277876,1485733633816.0432,M Density
239,239,225,US,United States,Rhode Island,20,0,0,41.6809,-71.5118,1056161.0,2678.04966,18.94,43.0,69,1,9.17,M Temp,20.5127398,4.329123596291566,4.2509615735332185,2828451606.9552608,L Density
240,240,226,US,United States,South Carolina,28,0,0,33.8569,-80.945,5210095.0,77857.68939,5.37,60.8,100,1,3.36,M Temp,7.516118400000001,4.812498225333564,2.451540833017832,405645958202.392,M Density
241,241,235,US,United States,South Dakota,9,1,0,44.2998,-99.4388,903027.0,196349.7319,9.97,37.4,86,90,13.87,L Temp,31.0263578,3.1858665453113337,3.33199177823206,177309109348.4613,M Density
242,242,216,US,United States,Tennessee,39,0,0,35.7478,-86.6923,6897576.0,106798.2377,5.65,53.6,93,90,6.93,M Temp,15.501994199999999,5.28909670241999,2.523561956057013,736648961201.8152,M Density
243,243,208,US,United States,Texas,72,0,0,31.0545,-97.5635,29472295.0,676588.2677,2.44,71.6,88,90,12.75,M Temp,28.520985000000003,6.1719273543534605,1.3448284969974411,19940609019193.37,H Density
244,244,221,US,United States,Utah,28,0,0,40.15,-111.8624,3282115.0,212819.4783,8.53,54.0,50,75,9.17,M Temp,20.5127398,4.812498225333564,3.10936055940423,698498002020.6045,M Density
245,245,245,US,United States,Vermont,8,0,0,44.0459,-72.7107,628061.0,23871.937830000006,12.74,39.2,55,90,12.75,L Temp,28.520985000000003,3.0179219079972617,3.682573297347578,14993033145.447632,L Density
246,246,211,US,United States,Virginia,45,1,0,37.7693,-78.17,8626207.0,102278.7051,5.22,57.2,81,1,5.82,M Temp,13.0189908,5.4950555283680185,2.4114262457264646,882277281884.5558,M Density
247,247,199,US,United States,Washington,643,40,1,47.4009,-121.4905,7797095.0,172120.3754,82.47,46.0,59,1,4.72,M Temp,10.558356800000002,9.328899279251406,6.367545800105339,1342038918429.463,M Density
248,248,253,US,United States,West Virginia,0,0,0,38.4912,-80.9545,1778070.0,62258.17962,0.0,45.0,93,90,1.79,M Temp,4.0041226000000005,-3.3219280948873617,-3.3219280948873617,110699401436.9334,M Density
249,249,219,US,United States,Wisconsin,32,0,1,44.2685,-89.6165,5851754.0,140268.6784,5.47,39.99,66,90,6.06,L Temp,13.555856400000001,5.004501392234941,2.477677327565307,820817799901.9136,M Density
250,250,249,US,United States,Wyoming,3,0,0,42.756,-107.3025,567025.0,251469.8991,5.29,37.0,63,0,14.88,L Temp,33.285667200000006,1.6322682154995132,2.430285272977781,142589719537.1775,M Density
251,251,252,VIR,United States Virgin Islands,,1,0,0,18.3358,-64.8963,107016.0,362.5222542,9.34,77.0,83,1,4.7,H Temp,10.513618,0.13750352374993502,3.2387868595871163,38795681.5554672,L Density
252,252,197,URY,Uruguay,,4,0,0,-32.5228,-55.7658,3494819.0,174772.9719,1.14,65.93,96,100,18.59,M Temp,41.58471460000001,2.0356239097307207,0.3103401206121505,610799902882.586,M Density
253,253,254,UZB,Uzbekistan,,1,0,0,41.3775,64.5853,31767437.0,428650.2341,0.03,57.11,43,12,10.45,M Temp,23.376023,0.13750352374993502,-2.9434164716336326,13617119306807.002,H Density
254,254,255,VEN,Venezuela (Bolivarian Republic of),,10,0,0,6.4238,-66.5897,33116328.0,905593.4328,0.3,70.97,73,11,1.72,M Temp,3.8475368,3.3362833878644325,-1.3219280948873622,29989929155250.76,H Density
255,255,256,VNM,Viet Nam,,56,0,16,14.0583,108.2772,98156607.0,326515.5615,0.57,86.63,37,34,9.35,H Temp,20.915389,5.809928865721432,-0.5777669993169524,32049659649539.83,H Density
